"model","Variable","n_total","n_selected","selection_frequency","median_rank","freq_top10","mean_importance","sd_importance","median_importance","importance_scaled","sd_importance_scaled"
"RF","Pain_persists_worsens_changing_body_position",100,100,1,38.5,0,0.000788501292805864,0.000335935910166689,0.000805380617315904,0.0678600378346045,0.0134280731914134
"RF","Persistent_fatigue",100,90,0.9,39,0,0.000752907282145352,0.000524416249389326,0.000767321072303474,0.0664372694854627,0.020962033430937
"RF","Felt_worn_out",100,87,0.87,44.5,0,0.000671842893985696,0.000647964406149047,0.000632174644734807,0.0631969533880116,0.0259005161635825
"RF","Need_to_clear_throat",100,84,0.84,44.5,0,0.000648847826345472,0.000702466318253921,0.000546567477616782,0.0622777916015827,0.0280790735689313
"RF","Lumps_pieces_in_sputum",100,100,1,43,0,0.000629305101557094,0.000255401038352276,0.00065700378489706,0.0614966273054294,0.0102089229890774
"RF","Food_drinks_tasted_different",100,88,0.88,42,0,0.000582964950292856,0.000469028761787155,0.000574125589350807,0.0596443128488755,0.0187480776884818
"RF","Uneasiness_hard_to_describe",100,86,0.86,49,0,0.000501223732459576,0.000487780439699012,0.000453041078690621,0.0563769424290953,0.0194976221576554
"RF","Thickness_in_throat.1",100,93,0.93,46.5,0,0.00050040674274637,0.000361727909348765,0.000496490171868712,0.0563442856117277,0.0144590342833608
"RF","Coughing_fits",100,78,0.78,49,0,0.000492452928249625,0.000615453831351071,0.000430361870794828,0.056026354720802,0.02460099930733
"RF","Dry_cough",100,67,0.67,46.5,0,0.000464046411006292,0.000898296706188355,0.000485177084137582,0.0548908857783262,0.0359068308961598
"RF","Breathing_sound_rattled_wheezed",100,78,0.78,52,0,0.000464034827043076,0.000596848195248074,0.000358100421486688,0.0548904227426661,0.0238572924400294
"RF","Poorer_condition_lower_fitness",100,73,0.73,48,0,0.000452479839208768,0.000903989160422672,0.000429823933702135,0.0544285452902437,0.0361343704052859
"RF","Barking_cough",100,87,0.87,49,0,0.000422849922742919,0.000336591221841567,0.000445184002324732,0.0532441744774852,0.0134542673935429
"RF","Breathing_sound_squeaked_as_if_through_a_pipe",100,78,0.78,53,0,0.000394693554208219,0.000562507706841519,0.00034111857279783,0.0521187045112028,0.0224846300428379
"RF","Pain_in_shoulders",100,89,0.89,52.5,0,0.000377592854264373,0.00036753880502904,0.000328122370484857,0.0514351531446447,0.014691308149122
"RF","Breathing_sound_whistling",100,81,0.81,56,0,0.00037641482312114,0.000542142242062262,0.000257173838966706,0.051388064733033,0.0216705790784819
"RF","Breathing_sound_hissed",100,91,0.91,53.5,0,0.00036024633595753,0.0002854429960791,0.000348082699053603,0.0507417758950232,0.0114097639678491
"RF","Nail_changes",100,74,0.74,55,0,0.000328238416614651,0.000417039933733298,0.000329654466753749,0.0494623512469474,0.0166699736004234
"RF","Thick_consistency",100,90,0.9,53,0,0.000327926180685483,0.000271877381622737,0.000330710864499957,0.0494498705124294,0.010867517490787
"RF","Lump_swelling_or_obstruction_sensation",100,91,0.91,54,0,0.000308177503487985,0.00021833121076151,0.000310590878554247,0.0486604738602227,0.00872716309673693
"RF","Voice_changes_difficult_to_describe",100,93,0.93,55,0,0.000301676339940082,0.000212804430138949,0.000293175100626249,0.0484006085189221,0.00850624591442138
"RF","Weaker_voice",100,75,0.75,54,0,0.000287755110836848,0.000365411054607174,0.000284719132366726,0.0478441473676867,0.0146062574369676
"RF","Calf_cramp",100,66,0.66,59,0,0.000243760185277305,0.000514077748679205,0.000211686327005635,0.046085576573123,0.0205487815575183
"RF","Pain_reduces_improves_when_changing_body_position",100,88,0.88,58,0,0.000230710069009655,0.000196866260075603,0.00026007877373553,0.0455639356556292,0.00786916334101742
"RF","Wheezing",100,62,0.62,57.5,0,0.000227628032397091,0.000666681165469841,0.000201634971261192,0.0454407400937389,0.0266486648623655
"RF","Pain_in_shoulder_blade",100,86,0.86,58,0,0.000220970435796745,0.000206473285617645,0.000218566187284037,0.0451746217904471,0.0082531765954096
"RF","Pain_persists_worsens_when_breathing",100,81,0.81,64,0,0.000188781355595425,0.00023936877884334,0.000154260472094828,0.0438879557573542,0.00956807946031351
"RF","Increased_amount_of_phlegm_expectorates",100,40,0.4,88.5,0,0.000157708754249422,0.00102569182759913,-0.000108303569035801,0.0426459177599436,0.0409990849921392
"RF","Feeling_pressure",100,67,0.67,66,0,0.00015679192339489,0.00034728557913343,0.000100703569227674,0.0426092700796981,0.0138817436117864
"RF","Slight_cough",100,63,0.63,64.5,0,0.000128145666446615,0.000345103346282611,0.000140391222537547,0.0414642182310564,0.0137945151210098
"RF","Difficulty_suppressing_the_cough",100,79,0.79,68,0,0.000122239612760522,0.000178592153262517,0.000113070233226323,0.0412281406973092,0.00713870840491942
"RF","Thin_mucus",100,87,0.87,68.5,0,0.000103300176224503,0.000104424706056504,9.67502320693557e-05,0.0404710911163829,0.00417407771387938
"RF","Feeling_of_discomfort_uneasiness_hard_to_describe",100,64,0.64,69,0,8.8592319572853e-05,0.00023091088597122,7.1859329141348e-05,0.0398831867881163,0.00922999948405967
"RF","Pain_in_whole_body",100,85,0.85,69.5,0,7.73060328149729e-05,7.60105383284838e-05,7.30140379522826e-05,0.039432049889507,0.00303830296525061
"RF","Stabbing_sensation_from_taking_deep_breaths",100,59,0.59,71.5,0,6.61120112397703e-05,0.000198683213488706,3.99731454651393e-05,0.038984601026587,0.00794179083536425
"RF","Feeling_of_uneasiness_difficult_to_describe",100,56,0.56,72.5,0,6.5438601866816e-05,0.00030848949857266,5.69357450979128e-05,0.0389576834209541,0.0123309817148177
"RF","Pain_in_neck",100,63,0.63,70.5,0,6.34083406592605e-05,0.000151643134776293,6.55048224777646e-05,0.03887652956015,0.0060614987892811
"RF","Chills",100,60,0.6,69,0,6.32098497778621e-05,0.000263584592777113,7.2549156046239e-05,0.0388685954572376,0.0105360370738089
"RF","Headache",100,66,0.66,71.5,0,6.24957904503069e-05,0.00012831646216483,5.45004653079855e-05,0.0388400529864173,0.00512908204650587
"RF","Felt_abnormally_unhealthily_tires",100,58,0.58,71,0,5.60980363947879e-05,0.000365204959862789,5.3917954935871e-05,0.0385843211425798,0.0145980193914708
"RF","Blood_mixed_phlegm_expectorates",100,54,0.54,70,0,5.34269946323625e-05,0.000342819465260287,4.7655748237179e-05,0.0384775539194348,0.0137032235365137
"RF","Thick_mucus",100,58,0.58,73,0,4.6993407336899e-05,0.000211851377066591,4.44820430418418e-05,0.0382203897447446,0.00846815035504946
"RF","Losing_breath_due_to_coughing",100,60,0.6,71.5,0,3.98369394647396e-05,0.000222277580567826,5.0062972262549e-05,0.0379343304951345,0.00888490789565798
"RF","Difficulty_to_stay_awake",100,49,0.49,79.5,0,3.18721905189725e-05,0.000270282675472588,-1.01189906852672e-06,0.0376159625310132,0.0108037736924763
"RF","Discomfort_sensation",100,61,0.61,67,0,2.76288975565558e-05,0.000247664860844018,0.000105002946757818,0.0374463490816988,0.00989969151170686
"RF","Lump_in_the_chest",100,61,0.61,76,0,2.12942114788717e-05,0.000101990208872601,2.9732244081278e-05,0.0371931381991422,0.00407676568089811
"RF","Changes_hard_to_describe.1",100,53,0.53,77,0,8.35590535432658e-06,4.75969271191553e-05,3.11887326108562e-06,0.0366759665709971,0.00190255046185819
"RF","Wheezing_cough",100,53,0.53,77,0,5.70489974207056e-06,6.17752774975111e-05,7.90434463816614e-06,0.0365700002354108,0.00246928929760695
"RF","Sweating_all_the_time",100,0,0,78,0,0,0,0,0.0363419632528561,0
"RF","Breathing_sound_jarred_raspy",100,45,0.45,78,0,-5.73359906283759e-06,4.76987247966515e-05,-1.64061296141882e-07,0.0361127790973789,0.00190661953165028
"RF","Pain_in_throat",100,40,0.4,81.5,0,-2.44908582221007e-05,0.000144296211544423,-3.29085787859024e-05,0.0353630115338698,0.00576782663365984
"RF","Difficult_sensing_smells",100,44,0.44,84,0,-2.50643951743261e-05,0.000301046793686412,-5.68988446491113e-05,0.035340086041419,0.0120334809626504
"RF","Pain_that_shifts_location",100,38,0.38,80,0,-2.70544591503998e-05,7.05873330391311e-05,-1.61065358606334e-05,0.0352605389494959,0.00282152590940876
"RF","Sores_in_chest",100,32,0.32,82,0,-3.90774898558242e-05,9.71907240106103e-05,-3.21357375591356e-05,0.0347799528275331,0.00388492005779722
"RF","Feeling_of_choking",100,35,0.35,84,0,-4.31128020521415e-05,0.000126297831717402,-5.21693577516549e-05,0.0346186528120169,0.00504839309193405
"RF","Cold_feet",100,40,0.4,84,0,-4.60479080810253e-05,0.000177624518721868,-6.03663252677491e-05,0.0345013303782203,0.00710002999323093
"RF","Lost_my_voice",100,41,0.41,84.5,0,-5.74993713716543e-05,0.000218920737521266,-4.77365878168009e-05,0.0340435910221061,0.00875072773582053
"RF","Day_sweats_more_than_usual",100,37,0.37,83,0,-6.18006431224041e-05,0.000132451878798227,-4.11647410656222e-05,0.0338716600372448,0.00529438344939157
"RF","Dryer_mouth",100,45,0.45,81,0,-6.9516502547258e-05,0.000491176410357806,-2.45147664353124e-05,0.0335632407169043,0.0196333663314162
"RF","Trouble_swallowing",100,27,0.27,87,0,-8.4347559973166e-05,0.0001544367439784,-8.46721083111774e-05,0.0329704117915228,0.00617316529381016
"RF","Unlike_other_coughs",100,15,0.15,90.5,0,-0.000131877916586687,0.000111125757534277,-0.000142455119043289,0.031070522294435,0.00444193300109273
"RF","Changes_hard_to_describe",100,19,0.19,91,0,-0.000150760445028776,0.000222323160999535,-0.000157187585896399,0.0303157474511219,0.00888672984250722
"RF","More_sensitive_to_different_smells",100,14,0.14,94,0,-0.000192124513465464,0.000195220844819726,-0.000207808109744361,0.0286623376141477,0.0078033925918432
"RF","Fever",100,27,0.27,95.5,0,-0.000205611160117211,0.000437644562341867,-0.000213988910167593,0.0281232476482773,0.0174935844519709
