"model","Variable","n_total","n_pos_contr","freq_pos_contr","median_rank","freq_top10","mean_importance","sd_importance","median_importance","se","ci_lower","ci_upper"
"RF","Did_not_feel_well_rested",100,56,0.56,30.5,0.18,0.000884758145363406,0.0110999688204121,0.00240601503759393,0.00110999688204121,-0.00131771648419084,0.00308723277491765
"RF","Thick_consistency",100,49,0.49,37.5,0.01,0.000850038847117793,0.00427178143056549,0,0.000427178143056549,2.42473431778171e-06,0.0016976529599178
"RF","Lump_swelling_or_obstruction_sensation",100,44,0.44,44,0.01,0.000507061403508768,0.00383735771768144,0,0.000383735771768143,-0.000254353619763679,0.00126847642678121
"RF","Pain_in_shoulder_blade",100,38,0.38,49,0.02,0.000465581453634082,0.00450125552318211,0,0.000450125552318211,-0.000427565297617911,0.00135872820488608
"RF","Voice_changes_difficult_to_describe",100,40,0.4,40,0.02,0.000406620300751872,0.00348921563773379,0,0.000348921563773379,-0.000285715780861308,0.00109895638236505
"RF","Need_to_clear_throat",100,55,0.55,35.5,0.19,0.000307463659147868,0.0134044987118998,0.00067669172932329,0.00134044987118998,-0.00235227969801913,0.00296720701631487
"RF","Difficulty_suppressing_the_cough",100,43,0.43,46,0.02,0.000221892230576435,0.00391152268180544,0,0.000391152268180544,-0.000554238730598876,0.000998023191751747
"RF","Thin_mucus",100,26,0.26,43,0,0.000214636591478699,0.00189303179988484,0,0.000189303179988484,-0.000160981987243666,0.000590255170201063
"RF","Blood_mixed_phlegm_expectorates",100,43,0.43,44,0.02,0.000178325814536342,0.00411429717570264,0,0.000411429717570264,-0.000638040005452989,0.000994691634525673
"RF","Clear_throat_more_often",100,54,0.54,35,0.09,0.00012352882205514,0.00913169221725597,0.00089523809523809,0.000913169221725597,-0.00168839702735976,0.00193545467147004
"RF","Pain_in_whole_body",100,18,0.18,45,0,5.33684210526297e-05,0.00102969811215528,0,0.000102969811215528,-0.000150946023862874,0.000257682865968134
"RF","Lump_in_the_chest",100,35,0.35,45.5,0,1.54385964912297e-05,0.00175783245464757,0,0.000175783245464757,-0.000333353498964817,0.000364230691947277
"RF","More_irritable",100,60,0.6,36.5,0.1,1.47318295739373e-05,0.010629842100473,0.000977443609022519,0.0010629842100473,-0.00209445945927061,0.00212392311841849
"RF","Wheezing_cough",100,20,0.2,46,0,7.03508771929948e-06,0.00144856206455204,0,0.000144856206455205,-0.000280391052671619,0.000294461228110218
"RF","Sweating_all_the_time",100,0,0,46,0,0,0,0,0,0,0
"RF","Persistent_fatigue",100,53,0.53,44.5,0.04,-3.44862155387957e-06,0.00696329120333767,0.00033082706766921,0.000696329120333767,-0.0013851166660034,0.00137821942289564
"RF","Thickness_in_throat.1",100,39,0.39,49.5,0.01,-6.76666666666659e-05,0.00352543066764075,-5.26315789473842e-05,0.000352543066764075,-0.000767188595904206,0.000631855262570874
"RF","Breathing_sound_jarred_raspy",100,7,0.07,47.5,0,-7.23233082706762e-05,0.000681580045717371,0,6.81580045717371e-05,-0.000207563576328221,6.29169597868691e-05
"RF","Cold_feet",100,33,0.33,46,0,-7.68872180451118e-05,0.00239445746879488,0,0.000239445746879488,-0.000551999527988663,0.000398225091898439
"RF","Changes_hard_to_describe.1",100,13,0.13,46,0,-9.96240601503756e-05,0.00085301363973887,0,8.5301363973887e-05,-0.000268880472540805,6.96323522400538e-05
"RF","Calf_cramp",100,47,0.47,45,0.04,-0.000116937343358395,0.00715275823351358,-7.51879699247527e-05,0.000715275823351358,-0.00153619975711209,0.0013023250703953
"RF","Dry_cough",100,48,0.48,47.5,0.14,-0.00018445112781955,0.0107407197253599,-0.000562656641603943,0.00107407197253599,-0.00231564294294932,0.00194674068731022
"RF","Pressure_sensation",100,40,0.4,48.5,0.05,-0.000203458646616546,0.00586759001160156,-0.000333333333333298,0.000586759001160156,-0.00136771580321444,0.000960798509981349
"RF","Changes_hard_to_describe",100,30,0.3,47,0.01,-0.000226083959899754,0.0034653122304342,0,0.00034653122304342,-0.000913677086916482,0.000461509167116974
"RF","Pain_that_shifts_location",100,17,0.17,49,0,-0.000235461152882205,0.00117685339325835,0,0.000117685339325835,-0.000468974398125727,-1.94790763868258e-06
"RF","Barking_cough",100,36,0.36,47,0.02,-0.000238288220551376,0.00379758737577455,0,0.000379758737577455,-0.000991811945165621,0.000515235504062868
"RF","Headache",100,25,0.25,49,0,-0.000264708020050122,0.00128819745512692,0,0.000128819745512692,-0.000520314342795453,-9.10169730479048e-06
"RF","Thick_mucus",100,38,0.38,50,0.01,-0.000338621553884712,0.00382167637880067,0,0.000382167637880067,-0.00109692505931408,0.000419681951544657
"RF","Breathing_sound_whistling",100,38,0.38,43.5,0.03,-0.000407433583959903,0.00548735817472065,0,0.000548735817472065,-0.00149624449493061,0.000681377327010799
"RF","Pain_in_chest",100,51,0.51,40,0.02,-0.000411687969924821,0.00753077566850078,7.51879699248791e-05,0.000753077566850078,-0.0019059572439282,0.00108258130407856
"RF","Pain_in_neck",100,30,0.3,47,0,-0.000440756892230578,0.00282558197407525,0,0.000282558197407525,-0.00100141365733629,0.000119899872875135
"RF","Day_sweats_more_than_usual",100,29,0.29,47,0,-0.000444758145363406,0.00230971329138388,0,0.000230971329138388,-0.000903055371970241,1.35390812434293e-05
"RF","Labored_breathing",100,46,0.46,58.5,0.07,-0.000454874686716788,0.00909069851889641,-0.00175952380952374,0.000909069851889641,-0.00225866649701237,0.00134891712357879
"RF","Stabbing_sensation_from_taking_deep_breaths",100,36,0.36,49,0,-0.000491213032581457,0.00262405067925072,0,0.000262405067925072,-0.00101188161654057,2.94555513776567e-05
"RF","Lost_my_voice",100,32,0.32,49,0,-0.000530448621553883,0.0032762134037511,0,0.00032762134037511,-0.00118052043882764,0.000119623195719875
"RF","Uneasiness_hard_to_describe",100,49,0.49,47,0.05,-0.000531067669172933,0.00720977236128084,0,0.000720977236128084,-0.0019616429228062,0.000899507584460334
"RF","Pain_reduces_improves_when_changing_body_position",100,28,0.28,51.5,0,-0.000535131578947373,0.00230201839007286,0,0.000230201839007286,-0.000991901970191998,-7.8361187702749e-05
"RF","Heartburn",100,47,0.47,46,0.03,-0.00053695614035088,0.00770824938521705,0,0.000770824938521705,-0.00206644005007121,0.000992527769369446
"RF","Weaker_voice",100,49,0.49,45,0.03,-0.000540426065162906,0.00608000545745949,0,0.000608000545745949,-0.00174683105460581,0.000665978924279999
"RF","Unlike_other_coughs",100,11,0.11,49.5,0,-0.000560977443609021,0.00149040427045734,0,0.000149040427045734,-0.000856705985424846,-0.000265248901793196
"RF","Sores_in_chest",100,15,0.15,51.5,0,-0.000703664160401002,0.00248410640436084,0,0.000248410640436084,-0.00119656476410872,-0.000210763556693286
"RF","Feeling_of_choking",100,24,0.24,51,0,-0.000755609022556387,0.0022299305930161,0,0.00022299305930161,-0.00119807563090876,-0.000313142414204018
"RF","Food_drinks_tasted_different",100,37,0.37,53,0.01,-0.000771630325814536,0.0040555689943313,-0.000778195488721801,0.00040555689943313,-0.00157634320050258,3.3082548873509e-05
"RF","Trouble_swallowing",100,23,0.23,48.5,0,-0.000806738095238093,0.00322031219736279,0,0.000322031219736279,-0.00144571790037887,-0.000167758290097318
"RF","Felt_worn_out",100,45,0.45,51.5,0.06,-0.000827078947368427,0.0076045353850442,-0.00100125313283207,0.00076045353850442,-0.00233598374936277,0.000681825854625916
"RF","Pain_in_throat",100,26,0.26,52.5,0,-0.000828412280701756,0.00227207518043346,0,0.000227207518043346,-0.00127924128953124,-0.000377583271872272
"RF","Losing_breath_due_to_coughing",100,31,0.31,51,0,-0.000832241854636597,0.0023879047016419,-3.50877192982912e-05,0.00023879047016419,-0.00130605395341367,-0.00035842975585952
"RF","Feeling_of_discomfort_uneasiness_hard_to_describe",100,38,0.38,50.5,0,-0.000891268170426066,0.00314037317800698,-0.000300751879699253,0.000314037317800698,-0.00151438633983694,-0.000268150001015191
"RF","Breathing_sound_hissed",100,31,0.31,47,0,-0.000955051378446114,0.00318132804603435,0,0.000318132804603435,-0.00158629588219598,-0.000323806874696249
"RF","More_sensitive_to_different_smells",100,26,0.26,54,0.01,-0.000981884711779445,0.00295902103242528,-0.000244360902255653,0.000295902103242528,-0.00156901868104334,-0.000394750742515547
