"model","Variable","n_total","n_pos_contr","freq_pos_contr","median_rank","freq_top10","mean_importance","sd_importance","median_importance","se","ci_lower","ci_upper"
"RF","Persisting_pain",100,41,0.41,51.5,0.06,-0.00231422807017543,0.0114295360766762,-0.000456140350877193,0.00114295360766762,-0.00458209599338638,-4.6360146964488e-05
"RF","Clear_throat_more_often",100,43,0.43,52.5,0.04,-0.00239315789473683,0.011145571892724,-0.000974561403508748,0.0011145571892724,-0.00460468116320363,-0.000181634626270034
"RF","More_irritable",100,51,0.51,44.5,0.11,-0.00244266666666666,0.0139118625472171,8.59649122807205e-05,0.00139118625472171,-0.00520308201609949,0.00031774868276617
"RF","Weaker_voice",100,32,0.32,52.5,0,-0.00272512280701754,0.005561436222107,-0.00103508771929826,0.0005561436222107,-0.00382863240972468,-0.00162161320431039
"RF","Losing_breath_due_to_coughing",100,28,0.28,51,0,-0.00276756140350876,0.00708580146761248,-0.000333333333333287,0.000708580146761248,-0.00417353814227002,-0.0013615846647475
"RF","Hard_to_breathe_deeply",100,44,0.44,51.5,0.05,-0.002846649122807,0.0112998208966254,-0.00107719298245614,0.00112998208966254,-0.00508877874010445,-0.000604519505509556
"RF","White_yellow_or_green_phlegm_expectorated",100,48,0.48,45,0.05,-0.00294133333333333,0.0104397595580298,-8.77192982456078e-05,0.00104397595580298,-0.00501280812188623,-0.000869858544780425
"RF","Wheezing",100,40,0.4,58,0.07,-0.0029818245614035,0.012114978653749,-0.00284210526315794,0.0012114978653749,-0.00538569916269113,-0.000577949960115867
"RF","Feeling_pressure",100,34,0.34,54,0,-0.00304726315789473,0.00822773324459298,-0.000836842105263166,0.000822773324459298,-0.00467982393559999,-0.00141470238018948
"RF","Increased_amount_of_phlegm_expectorates",100,36,0.36,50.5,0.03,-0.00328880701754385,0.0114990715495083,-0.00107631578947368,0.00114990715495083,-0.00557047228714779,-0.00100714174793991
"RF","Need_to_clear_throat",100,43,0.43,54,0.12,-0.00333366666666665,0.0128728327588249,-0.00159035087719298,0.00128728327588249,-0.00588791596416639,-0.000779417369166921
"RF","Became_weaker",100,41,0.41,57,0.04,-0.00338924561403508,0.0110014600957078,-0.0027368421052631,0.00110014600957078,-0.00557217397544557,-0.00120631725262459
"RF","Discomfort_sensation",100,35,0.35,55,0.02,-0.00399573684210525,0.00953912259647532,-0.00194736842105263,0.000953912259647532,-0.00588850571802399,-0.00210296796618651
"RF","Pressure_sensation",100,38,0.38,49.5,0,-0.00411170175438596,0.0127680793709585,-0.000982456140350858,0.00127680793709585,-0.00664516570709164,-0.00157823780168028
"RF","Back_pain",100,38,0.38,53.5,0.05,-0.00427064912280701,0.0107576423613767,-0.00136842105263157,0.00107576423613767,-0.00640519875606179,-0.00213609948955224
"RF","Calf_cramp",100,45,0.45,49,0.13,-0.00478696491228069,0.0164700233331508,-0.00126315789473683,0.00164700233331508,-0.00805497486134686,-0.00151895496321452
"RF","Nail_changes",100,27,0.27,56.5,0.01,-0.00548671929824561,0.0115262199206603,-0.00191228070175438,0.00115262199206603,-0.00777377139367432,-0.00319966720281689
"RLR","Fever",100,79,0.79,1,0.79,0.0345875614035088,0.028939380735562,0.0292105263157895,0.0028939380735562,0.0288453604211172,0.0403297623859003
"RLR","Back_pain",100,0,0,2,0,0,0,0,0,0,0
"RLR","Barking_cough",100,0,0,2,0,0,0,0,0,0,0
"RLR","Became_weaker",100,0,0,2,0,0,0,0,0,0,0
"RLR","Blood_mixed_phlegm_expectorates",100,0,0,2,0,0,0,0,0,0,0
"RLR","Breathing_sound_bubbled_gurgled",100,0,0,2,0,0,0,0,0,0,0
"RLR","Breathing_sound_hissed",100,0,0,2,0,0,0,0,0,0,0
"RLR","Breathing_sound_jarred_raspy",100,0,0,2,0,0,0,0,0,0,0
"RLR","Breathing_sound_rattled_wheezed",100,0,0,2,0,0,0,0,0,0,0
"RLR","Breathing_sound_squeaked_as_if_through_a_pipe",100,0,0,2,0,0,0,0,0,0,0
"RLR","Calf_cramp",100,0,0,2,0,0,0,0,0,0,0
